id,nev,ismertnev,orszag,megye,varos,cim,osmid,osmtype,lat,lon
1,Péter-Pál-templom,Péter-Pál templom (Csiprovacska),12,14,Szentendre,,218451125,way,47.6668139,19.0758019
2,Szent Imre-templom,budai ciszterci templom,12,5,Budapest XI. kerület,Villányi út 25,53040448,way,47.4788595,19.0422691
3,Páduai Szent Antal-templom,minorita templom,12,10,Eger,Dobó tér 4.,833933949,way,47.9020984,20.3774747
7,Szent István király-templom,nagybácsai templom,12,8,Győr,Heltai J. u. 3.,370955103,way,47.7270333,17.663046
14,Kövi Szűz Mária-templom,Kövi,12,5,Budapest III. kerület,Szentendrei út 69-71.,252848731,way,47.5562445,19.0453272
16,Jézus Szíve-templom Városmajor,Városmajor,12,5,Budapest XII. kerület,Csaba u.5.,250716920,way,47.5060512,19.0211521
17,Császárfürdői Szt. István király kápolna,Irgalmasrendi kápolna,12,5,Budapest II. kerület,Frankel Leó út 54.,262071988,way,47.5191779,19.0361395
18,Szent Péter és Pál-templom,Óbuda főplébánia,12,5,Budapest III. kerület,Lajos u.168.,251576205,way,47.5386462,19.0445444
19,Szent István király-templom,Rákosfalvai templom,12,5,Budapest XIV. kerület,Álmos vezér tere 1.,194940413,way,47.5072541,19.1429201
22,Szent József-templom,Újpest - Nap utcai templom,12,5,Budapest IV. kerület,Nap utca 15.,40723249,way,47.5546477,19.0956356
23,Szentlélek-templom,Herminamezői - Kassai téri templom,12,5,Budapest XIV. kerület,Kassai tér,246153313,way,47.5234471,19.0967139
24,Szent László-templom,Béke téri templom (Magdolnavárosi templom),12,5,Budapest XIII. kerület, Béke tér 1/a,128839828,way,47.5308763,19.0819001
28,Nagyboldogasszony-templom,Újpest-Megyeri templom,12,5,Budapest IV. kerület,Aschner Lipót tér 10.,248980003,way,47.5796412,19.0871755
29,Bűnbánó Szent Mária Magdolna-templom,,12,2,Abaliget,Várhegy u.5.,313869580,way,46.1441396,18.1169687
30,Szentháromság-templom,Nagytemplom,12,13,Balassagyarmat,Rákóczi út 22.,11956387,relation,48.0780604,19.2921417
31,Szentháromság-templom,Balatonbozsoki templom,12,7,Enying,Balatonbozsok,370416619,way,46.9534491,18.2189842
32,Szent József-templom,Pestlőrinc - Csákyligeti templom,12,5,Budapest XVIII. kerület,Barcika tér 7.,370416616,way,47.4281629,19.2284176
34,Szeplőtelen Fogantatás-templom,,12,14,Fót,Vörösmarty u.2.,154877669,way,47.6072504,19.1995533
35,Szent József-templom,mátyásföldi templom,12,5,Budapest XVI. kerület,Pilóta utca 27.,202714603,way,47.5076875,19.1972211
36,Alkantarai Szent Péter-templom,"belvárosi ferences templom, pesti ferencesek",12,5,Budapest V. kerület,Ferenciek tere 9.,24324325,way,47.4931962,19.0564677
37,Szent István-bazilika,,12,5,Budapest V. kerület,1051 Szent István tér tel: 311-0839,313947864,way,47.5007789,19.0539695
38,Budapest-Belvárosi Nagyboldogasszony Főplébánia-templom,Budapest-Belvárosi Nagyboldogasszony Főplébánia-templom,12,5,Budapest V. kerület,Március 15. tér,24321885,way,47.492233,19.0522943
39,Belvárosi Szent Anna Templom,szervita templom,12,5,Budapest V. kerület,Szervita tér 6.,25042160,way,47.4952607,19.0536322
40,Egyetemi Kisboldogasszony-templom,egyetemi templom,12,5,Budapest V. kerület,Papnövelde u.5-7.,24711190,way,47.4907252,19.0580426
41,Belvárosi Szent Mihály-templom,Angolkisasszonyok temploma,12,5,Budapest V. kerület,Váci utca 47/b,25049958,way,47.4904239,19.0544863
42,Kalazanci Szent József-kápolna,Duna-parti Piarista kápolna,12,5,Budapest V. kerület,Pesti Barnabás u.1.,3741183326,node,47.4929339,19.0520091
45,Gyümölcsoltó Boldogasszony-templom,,12,15,Marcali,Hősök tere 5,370416611,way,46.5783713,17.4147266
46,Mária Magdolna-templom,,12,20,Zalaegerszeg,Mindszenty tér 1.,208050503,way,46.8456698,16.8466422
48,Rózsafüzér Királynője-templom,,12,12,Mocsa,Kis u 24,275835168,way,47.6723285,18.181585
49,Nagyboldogasszony-székesegyház,"Nagytemplom, Székesegyház",12,15,Kaposvár,Kossuth tér 3,121761086,way,46.356772,17.7887644
50,Nagyboldogasszony-templom,mátrakeresztesi templom,12,13,Pásztó,Mátrakeresztes,361964504,way,47.9008881,19.8137162
51,Szent Márton-bazilika,,12,8,Pannonhalma,Vár 1.,11350649,relation,47.5529192,17.7607012
52,Gyertyaszentelő Boldogasszony-templom,"belvárosi templom, Dzsámi",12,2,Pécs,Hunyadi út 4.,30955705,way,46.0770502,18.227944
54,Szentlélek Ispotály-kápolna,Temetői kápolna,12,13,Pásztó,,196029546,way,47.9230331,19.7015797
55,Szent Lőrinc vértanú-templom,,12,13,Pásztó,Múzeum tér 2,350308915,way,47.9187189,19.6952681
56,Szent Kvirin-templom,szalézi plébániatemplom,12,18,Szombathely,Szalézi tér 7.,229898289,way,47.2225809,16.6142093
57,Szentháromság-templom,kocsi templom,12,12,Kocs,Dadi u. 1,370444121,way,47.6046013,18.2103594
58,Szentlélek-templom,remetekertvárosi Szentlélek-templom,12,5,Budapest II. kerület,Máriaremetei út 34 .,313515477,way,47.5471737,18.9592625
59,Istenszülő születése-templom,görögkatolikus templom,12,4,Szikszó,Bethlen G. u. 4.,370444100,way,48.1991029,20.9349164
61,Jézus Szíve-templom,"Vecsés Felső-telepi templom, Óváros",12,14,Vecsés,Petőfi tér 1.,370444104,way,47.4116651,19.2605047
63,Árpád-házi Szent Erzsébet-templom,,12,14,Veresegyház, Fő u 93,346474624,way,47.6589965,19.2825755
64,Szent András-templom,,12,14,Verőce,,370444110,way,47.8266248,19.0351759
65,Kisboldogasszony-templom,,12,12,Vértesszőlős,Tanács út,352468946,way,47.6195356,18.3817227
66,Jézus Szíve-templom,Ferences templom,12,20,Zalaegerszeg,Gasparich Márk u 1,208010176,way,46.8463369,16.8333403
69,Szent Mihály-templom,rákosszentmihályi Szent Mihály-templom,12,5,Budapest XVI. kerület,Templom tér 3.,370444119,way,47.5214273,19.1618681
70,Fájdalmas Szűzanya-kápolna,Rákosszentmihály - Csömöri úti kápolna,12,5,Budapest XVI. kerület,Csömöri u.140.,3741432968,node,47.5277743,19.1643104
71,Szent Imre-templom,rákosszentmihályi Szent Imre-templom,12,5,Budapest XVI. kerület,Ida u.91. (Párta u.sarok),370444114,way,47.5246885,19.1805322
72,Krisztus Király templom,Sashalom - Krisztus Király templom,12,5,Budapest XVI. kerület,Sasvár u.23.,370444107,way,47.5131921,19.1708074
73,Szent Mária Magdolna-templom,cinkotai templom,12,5,Budapest XVI. kerület, Batthyány Ilona u.21.,1004423095,way,47.5200645,19.2309736
74,Szent Anna-templom,árpádföldi Szent Anna-templom,12,5,Budapest XVI. kerület,Állás u. 70. (Állás u.-Muzsika u.sarok),370444112,way,47.532749,19.2032268
75,Szent Kereszt felmagasztalása-templom,,12,1,Bácsalmás,Hősök tere 13,296044443,way,46.1257911,19.3313397
76,Szent Péter és Pál apostolok-templom,Belvárosi templom,12,1,Baja,Szent Imre tér 6.,305898305,way,46.1797622,18.9514383
77,Páduai Szent Antal-templom,Barátok temploma,12,1,Baja,Deák Ferenc u.,2824066,relation,46.1775824,18.9528733
78,Szent István király-templom,bajaszentistváni templom,12,1,Baja,Dózsa Gy. u. 186.,243773638,way,46.199877,18.9555886
79,Szent József-templom,Józsefvárosi templom,12,1,Baja,Határ u. 38.,370444117,way,46.1892469,18.9430691
80,Jézus Szíve-templom,Szent Szív templom,12,1,Baja,Szegedi út 12.,370444103,way,46.1855585,18.9632241
81,Szent Anna-templom,,12,1,Jánoshalma,Béke tér 11.,184406069,way,46.2982561,19.3242714
82,Nagyboldogasszony Főszékesegyház,belvárosi templom,12,1,Kalocsa,Hunyadi u. 9-11.,158332676,way,46.5299533,18.9734441
83,Szent Imre-templom,eperföldi templom,12,1,Kalocsa,Dózsa Gy. u. 62.,251031334,way,46.5294674,18.9862268
84,Szent István király-templom,Jezsuita templom,12,1,Kalocsa,Szent István király út 24.,370444115,way,46.5275367,18.9766901
85,Szent József-templom,Zárdatemplom,12,1,Kalocsa,Asztrik tér 6.,370444116,way,46.5312676,18.9735005
86,Szent Péter-templom,szőlőhegyi templom,12,1,Kalocsa,Hársfa u. 5-7.,370444120,way,46.5216443,18.9969762
87,Szentháromság - templom,,12,1,Kecel,Kossuth u. 1.,370444122,way,46.522278,19.255254
88,Urunk Mennybemenetele Társszékesegyház,Nagytemplom,12,1,Kecskemét,Kossuth tér,115399268,way,46.9073183,19.6908276
89,Szentcsalád-templom,széchenyivárosi templom,12,1,Kecskemét,Irínyi utca 62.,370444113,way,46.9198807,19.6723959
90,Árpád-házi Szent Erzsébet-templom,Czollner téri templom,12,1,Kecskemét,Czollner tér 5.,370444099,way,46.9027772,19.696512
91,Szent Miklós-templom,Barátok temploma,12,1,Kecskemét,Kossuth tér 5.,176026747,way,46.906797,19.6928684
92,Szentháromság-templom,Piarista templom,12,1,Kecskemét,Jókai u. 1.,370444123,way,46.9107179,19.6921896
93,Sarlós Boldogasszony-templom,Ótemplom,12,1,Kiskunfélegyháza,Béke tér 1.,212409603,way,46.7122591,19.8522228
94,Szent István király-templom,Újtemplom,12,1,Kiskunfélegyháza,Szent István tér 3/a.,217729178,way,46.7113656,19.84503
95,Szent Péter és Pál apostolok-templom,alsóvárosi templom,12,1,Kiskunhalas,Szent Imre u. 14.,292279885,way,46.4269822,19.4836988
96,Jézus Szíve-templom,felsővárosi templom,12,1,Kiskunhalas,Fácán u. 2.,370444102,way,46.4369839,19.479043
97,Kisboldogasszony-templom,,12,1,Kiskunmajsa,Iskola u. 2,370444106,way,46.4913605,19.7362246
98,Szent Lajos-templom,A Turini Lepel és a Koronázási Ékszerek másolatainak temploma,12,1,Lajosmizse,Szabadság tér 2.,370444118,way,47.0270103,19.5578191
99,Krisztus Király-templom,Almássy-telepi templom,12,7,Székesfehérvár,Zsolt u. 30,211748582,way,47.1967142,18.434956
100,Szent István király-bazilika,"bazilika, Belváros",12,7,Székesfehérvár,Arany J. u. 9.,217307586,way,47.1905105,18.4101598
101,Szentháromság-temetőkápolna,hosszútemetői kápolna,12,7,Székesfehérvár,Palotai út,216664425,way,47.1992168,18.3937647
102,Szent Imre-templom,barátok temploma,12,7,Székesfehérvár,Városház tér 4.,217301518,way,47.1912979,18.4092095
103,Kármelhegyi Boldogasszony-templom,"kármelita templom, szemináriumi templom",12,7,Székesfehérvár,Petőfi S. u. 2.,215095839,way,47.1892348,18.4118221
104,Szent Sebestyén vértanú-templom,felsővárosi templom,12,7,Székesfehérvár,Szent Sebestyén tér 1.,35360747,way,47.2010197,18.4090385
105,Feltámadás-temetőkápolna,Csutora temetői kápolna,12,7,Székesfehérvár,Berényi út,212812111,way,47.2012519,18.4210792
106,Szent Kristóf-templom,maroshegyi templom,12,7,Székesfehérvár,Batthyány u. 4.,217477021,way,47.1687612,18.4096778
107,Nagyboldogasszony - Nepomuki Szent János-templom,ciszter templom,12,7,Székesfehérvár,,217286103,way,47.1926191,18.4087152
108,Magyarok Nagyasszonya-templom,öreghegyi templom,12,7,Székesfehérvár,Budai u.,211179848,way,47.1952539,18.447034
109,Szent Donát-kápolna,szőlőhegyi kápolna,12,7,Székesfehérvár,Donát utca,210709156,way,47.2034859,18.4676192
110,Szent György kórházkápolna,Kórházi kápolna,12,7,Székesfehérvár,"Szent György Megyei Kórház, Hotel-épület",8568576554,node,47.1911769,18.4364122
111,Fatimai Boldogasszony-templom,szárazréti templom,12,7,Székesfehérvár,,221851611,way,47.2027455,18.3831304
112,Jó Pásztor-templom,Vasútvidéki Prohászka-templom,12,7,Székesfehérvár,Kaszap István utca 1.,212499208,way,47.1839062,18.4192135
113,Jézus Szíve-templom,vizivárosi templom,12,7,Székesfehérvár,,223543634,way,47.1954217,18.4167305
114,Keresztelő Szent János-templom,plébánia templom,12,14,Szentendre,Templom tér,75922434,way,47.6682172,19.0756523
116,Szentháromság-templom,Német Ispita templom,12,8,Győr,Vörösmarty u. 6.,508606619,way,47.6899667,17.6357533
117,Szent Anna-templom,Magyar Ispita templom,12,8,Győr, Rákóczi Ferenc u. 6.,3741752825,node,47.6888514,17.6355344
118,Szentháromság-templom,révfalui templom,12,8,Győr,Kálóczy tér 3.,211139527,way,47.692491,17.6291998
119,Szent György-templom,,12,8,Nagybajcs,Templom tér,370478237,way,47.7644914,17.6872235
120,Mindenszentek temploma,,12,8,Vámosszabadi,Fő u. 25.,370478235,way,47.7518707,17.6504492
121,Rózsafüzér Királynéja-templom,,12,8,Kisbajcs,,370478236,way,47.7456112,17.6790282
122,Szentlélek-templom,Kék templom,12,20,Hévíz,Széchenyi u. 38.,203263775,way,46.7910434,17.1849722
123,Jézus Szíve-templom,"Fradi templom, egregyi templom",12,20,Hévíz,Egregy városrész - központ,203395921,way,46.8018673,17.189773
124,Szent Kereszt felmagasztalása-templom,,12,20,Alsópáhok,Fő u. 133.,205383878,way,46.774555,17.1700344
125,Havas Boldogasszony-kápolna,Diási kápolna,12,20,Gyenesdiás,Kossuth L. u. – Darnay B.  u. sarok,200756281,way,46.7700093,17.2954611
126,Szent Ilona-kápolna,gyenesi kápolna,12,20,Gyenesdiás,Hunyadi u.,172321240,way,46.7741061,17.2832825
127,Magyarok Nagyasszonya-templom,Főtéri templom,12,20,Keszthely,Fő tér 5.,837790737,way,46.764593,17.243649
129,Nagyboldogasszony-templom,Kisbácsai templom,12,8,Győr,Boglárka u.,126349126,way,47.7139676,17.6521038
131,Szent József-templom,,12,8,Abda,Szent István utca 10.,179312109,way,47.6946904,17.5400213
132,Szent Bertalan-templom,,12,8,Börcs,Fő u. ,177852950,way,47.6812045,17.5043737
133,Szent Péter és Pál-templom,,12,8,Gönyű,"9071, Kossuth Lajos u. 63.",776943589,way,47.7367398,17.8228308
134,Jézus Szíve-templom,"gyárvárosi templom, győrgyárvárosi templom, győr-gyárvárosi templom",12,8,Győr,,128503984,way,47.6913678,17.6576039
135,Szeplőtelen Fogantatás és Szent István király-templom,Kármelita templom - Kármelhegyi Boldogasszony-templom,12,8,Győr,Bécsi kapu tér,197710041,way,47.6868681,17.6312701
136,Szent Kamillus-templom,nádorvárosi templom,12,8,Győr," Láhner György utca 2,",256337950,way,47.6782733,17.6324021
137,Jézus Szíve-templom,pinnyédi templom,12,8,Győr,,370478233,way,47.6915949,17.5976415
138,Szent Anna-templom,szabadhegyi templom,12,8,Győr,"József Attila utca 50-54, ",289291960,way,47.6649532,17.6640087
139,Loyolai Szent Ignác-templom,Loyolai Szent Ignác Bencés templom,12,8,Győr,,16291182,relation,47.6877777,17.63487
140,Szent Erzsébet-templom,telepi  Szent Erzsébet-templom,12,8,Győr,Nép u. 25.,211385410,way,47.681928,17.6019645
141,Kis Szent Teréz-bazilika,Karmel templom,12,20,Keszthely,Tapolcai u. 1,201823069,way,46.7704373,17.2515376
142,Szent Imre-templom,Alagi templom,12,14,Dunakeszi,Szent Imre tér,12651033,relation,47.6324346,19.1489234
143,Jézus Szíve-templom,Dunakeszi-gyártelepi templom,12,14,Dunakeszi,Mindszenty tér 2.,370478232,way,47.6442257,19.1305817
144,Szent Mihály-templom,,12,14,Dunakeszi,Szent István u. 41.,329138878,way,47.6319635,19.1310371
145,Nepomuki Szent János-kápolna,Lovaregyleti kápolna,12,14,Dunakeszi,,353853403,way,47.6240813,19.1392206
146,Szent István király-templom,Alsógödi templom,12,14,Göd,Pesti út 73.,370478239,way,47.6823643,19.1332848
147,Jézus Szíve-templom,Felsőgödi templom,12,14,Göd,Bozóky tér 2.,78327876,way,47.7036207,19.1484067
148,Magyarok Nagyasszonya-templom,kisnémedi lelkészség,12,14,Kisnémedi,,370478234,way,47.7400317,19.2873535
149,Árpád-házi Szent Erzsébet-templom,,12,14,Kosd,Eőszi Lőrinc tér 2.,228428509,way,47.8012782,19.1779168
150,Szent Márton-templom,,12,14,Püspökszilágy,,370495490,way,47.7409644,19.3155883
151,Kisboldogasszony-templom,,12,14,Rád,Liget utca 3.,228428506,way,47.7926674,19.2178741
152,Urunk színeváltozása-templom,,12,14,Penc,Evva Lajos u.,228520760,way,47.8015943,19.2475727
153,Mária Magdolna-templom,,12,14,Sződ,,255643478,way,47.7156215,19.1890384
154,"Szent Jeromos, Szent Kristóf és Boldog Vác remete-kápolna",,12,14,Csörög,,370495472,way,47.7373482,19.1867408
155,Nagyboldogasszony-templom,,12,14,Sződliget,Szabadság tér,370495447,way,47.7329457,19.1484262
156,Nagyboldogasszony-székesegyház,Nagytemplom Alsóvárosi templom,12,14,Vác,Konstantin tér,78151014,way,47.7759473,19.1311795
157,Szent Anna-templom,váci piarista templom,12,14,Vác,,78204449,way,47.7762417,19.1289413
158,Szent Kereszt-templom,Barátok temploma,12,14,Vác,Géza király tér 12.,78204456,way,47.772234,19.1306805
159,Hétkápolna,Hétkápolna,12,14,Vác,Derecske utca 2.,298662685,way,47.7641416,19.1393197
160,Jézus Szíve-templom,deákvári templom,12,14,Vác,Vörösmarty tér 1.,299174208,way,47.789513,19.1392106
161,Győzelemről nevezett Szűz Mária-templom,Fehérek temploma,12,14,Vác,,78150993,way,47.7776001,19.1279854
162,Szent István király-templom,,12,14,Váchartyán,,354625358,way,47.7254433,19.2566361
163,Szent Anna-templom,,12,14,Vácduka,,6775978,relation,47.7503537,19.2083835
164,Szentháromság-templom,,12,14,Vácrátót,,163393234,way,47.7096586,19.234394
165,Szentháromság-templom,,12,14,Aszód,Szent Imre utca 17.,370495499,way,47.6540986,19.4715232
166,Jézus Szíve-templom,,12,14,Domony,,370495434,way,47.6532519,19.4379665
167,Szent András-templom,,12,14,Bag,Templom tér,281037641,way,47.6350691,19.4913021
168,Szeplőtelen fogantatás-templom,,12,10,Boldog,,370495502,way,47.5984573,19.6964842
169,Szent Miklós templom,,12,14,Galgahévíz,Fő utca 157.,370495488,way,47.6220343,19.5555918
170,Szent Kereszt felmagasztalása-templom,,12,14,Galgamácsa,Iskola u. 7.,370495485,way,47.6959394,19.3867774
171,Kisboldogasszony-templom,,12,14,Vácegres,,370495436,way,47.6780741,19.3633669
172,Szent András-templom,,12,14,Váckisújfalu,,370495459,way,47.7047736,19.3494401
173,Szent Adalbert-templom,belvárosi templom,12,10,Hatvan,Kossuth tér,287283883,way,47.6665646,19.6841867
175,Szent István király-templom,Hatvan-Újvárosi templom,12,10,Hatvan,"Rákóczi út 12, ",317848479,way,47.6654641,19.6638548
176,Mindenszentek-templom,,12,10,Heréd,,370495444,way,47.7092148,19.6377826
177,Szent Márton-templom,Öregtemplom,12,14,Hévízgyörk,Szent Márton utca 17.,370495493,way,47.6342171,19.5226417
178,Szent József-templom,,12,14,Hévízgyörk,Szent Erzsébet u. 1.,370495479,way,47.631901,19.5191324
181,Szent Rókus-templom,rárói templom,12,8,Ásványráró,Győri út 49.,370495451,way,47.8264193,17.4947523
182,Szent András-templom,ásványi templom,12,8,Ásványráró,Rákóczi út 57.,370495455,way,47.8341115,17.5046025
183,Szent József-templom,,12,8,Darnózseli,,370495476,way,47.8513548,17.4271294
184,Szent Kereszt felmagasztalása-templom,,12,8,Dunakiliti,,370495483,way,47.9657962,17.288063
185,Havas Boldogasszony-templom,,12,8,Dunaszeg,,376974149,way,47.7695846,17.5454743
186,Szent Péter és Pál-templom,,12,8,Dunaszentpál,,370495496,way,47.776266,17.5016217
187,Jézus Szíve-templom,,12,8,Dunasziget,,369306604,way,47.9425206,17.366151
188,Szent Kozma és Damján templom,,12,20,Zalaszántó,Fő. u. 102.,205660115,way,46.8847678,17.2269698
189,Szent Domonkos-templom,,12,20,Várvölgy,Kossuth u. 82.,370495464,way,46.8681181,17.2966968
190,Szent Anna-templom,,12,20,Karmacs,Szent Anna tér 15.,290871596,way,46.8353305,17.173576
191,Szent Lukács-templom,,12,20,Rezi,Petőfi u. 29.,204965013,way,46.8433014,17.221651
192,Sarlós Boldogasszony-templom,,12,7,Adony,Koller apát tér,370495453,way,47.121675,18.8622291
193,Szent Imre-templom,,12,7,Alap,Dózsa György utca 7.,370495467,way,46.8079165,18.6876422
194,Jézus Szíve-templom,,12,7,Alcsútdoboz,Béke út 19.,359734740,way,47.4284469,18.602982
195,Szent István király-templom,Agárd-Fürdőtelepi templom,12,7,Gárdony,Agárd,361694546,way,47.1948694,18.605264
196,Szent Vendel-templom,,12,7,Balinka,Petőfi u. 13.,370977936,way,47.3143073,18.1863833
197,Magyarok Nagyasszonya-templom,,12,7,Besnyő,"Fő utca 9, ",300682471,way,47.1930579,18.8008399
198,Szent Anna-templom,a biai templom,12,14,Biatorbágy,"Szentháromság tér 67, ",96917954,way,47.4649717,18.8079741
199,Szentháromság-templom,,12,7,Bicske,Szent István út 3.,370977942,way,47.490876,18.6368166
200,Szent Kereszt megtalálása-templom,,12,20,Felsőpáhok,,205244204,way,46.7846914,17.1576252
201,Antióchiai Szent Margit-templom,,12,20,Hahót,Kossuth tér 1,370977855,way,46.6485012,16.9241382
203,Magyarok Nagyasszonya-kápolna,,12,20,Alsópáhok,Nemesboldogasszonyfa településrész,290871622,way,46.7608697,17.1555267
204,Segítő Szűz Mária-kegytemplom,,12,7,Bodajk,Szent István tér,333285600,way,47.3215261,18.23694
205,Szent Péter és Pál-templom,,12,20,Nemesbük,Petőfi u. 3.,290871618,way,46.8231674,17.144621
206,Keresztelő Szent János-templom,,12,20,Pacsa,Deák Ferenc u. 2,370977863,way,46.7230876,17.0092298
207,Keresztelő Szent János-templom,,12,20,Sármellék,Dózsa Gy. u. 394.,290871591,way,46.7243436,17.1710106
208,Szent György-templom,,12,20,Szentgyörgyvár,Kossuth u. 29.,290871594,way,46.7589015,17.1304699
209,Havas Boldogasszony-templom,,12,14,Budakeszi,Fő utca 204-206.,35469814,way,47.5097492,18.9283412
210,Szent Adorján és Szent Őrangyalok-templom,,12,20,Zalaapáti,Szent István tér 4.,370977893,way,46.7381164,17.1052862
211,Páduai Szent Antal-kápolna,börgöndpusztai kápolna,12,7,Székesfehérvár,Börgönd,224109839,way,47.1684378,18.5184794
213,Kisboldogasszony-templom,Csepel-Belvárosi templom,12,5,Budapest XXI. kerület,Szent Imre tér,99049004,way,47.4312202,19.0688992
214,Szent László-templom,,12,7,Csabdi,Szabadság u.,358487255,way,47.5200278,18.6118545
215,Szent Mihály főangyal-templom,,12,7,Csákvár,"Szent Mihály tér 6-7,",361557347,way,47.3927424,18.4633131
216,Szűz Mária neve-kápolna,,12,7,Csősz,Deák Ferenc u. 1.,5518962815,node,47.0367527,18.4114017
217,Kisboldogasszony-templom,,12,7,Előszállás,Szögletkert 4.,966576586,way,46.8302109,18.8194954
218,Nepomuki Szent János-templom,,12,7,Enying,Szabadság tér,370977882,way,46.9283602,18.2450082
219,Árpádházi Szent Erzsébet-kápolna,cukorgyári Szent Erzsébet-kápolna,12,7,Ercsi,Cukorgyári lakótelep 48.,359831801,way,47.2507292,18.8737505
220,Nagyboldogasszony-templom,Kegytemplom,12,7,Ercsi,Templom tér 13.,306881827,way,47.2478418,18.9057869
221,Szent István király-templom,Érd-Parkvárosi templom,12,14,Érd,Törökbálinti út,3837593,relation,47.4126219,18.8852723
222,Rózsafüzér királynéja-templom,Érd-Újtelepi templom,12,14,Érd,Csóka u. 7.,370977888,way,47.3738632,18.8980843
223,Jézus Szíve-templom,Érd-Újvárosi templom,12,14,Érd,Karolina u. 1.,313864852,way,47.373206,18.9229158
224,Angyalok királynéja-templom,Makkosmáriai templom,12,14,Budakeszi,,325212007,way,47.4980512,18.9444355
225,Sarlós Boldogasszony-templom,,12,7,Etyek,Hősök tere,359375844,way,47.4452396,18.7509913
226,Alexandriai Szent Katalin-templom,,12,7,Fehérvárcsurgó,Petőfi u. 26.,335555418,way,47.2898017,18.2621321
227,Nagyboldogasszony-templom,,12,7,Felcsút,Fő u. 140.,359754054,way,47.4586722,18.5863644
228,Szent Vendel apát-templom,,12,7,Gánt,Béke tér 8.,296963216,way,47.3907653,18.3874874
229,Jézus Szíve-templom,,12,7,Gárdony,Vörösmarty u. 13.,293976650,way,47.2072532,18.6312386
230,Szentháromság-templom,,12,7,Gyúró,Templom tér,361559711,way,47.369081,18.735713
231,Sarlós Boldogasszony-templom,,12,7,Hantos,Óvoda köz 2.,370977891,way,46.9968193,18.6949059
232,Szent Kereszt felmagasztalása-templom,,12,7,Iváncsa,Fő u. 28.,370977912,way,47.1473623,18.831476
233,Kisboldogasszony-kápolna,,12,7,Kajászó,Köztársaág u. 38.,359529338,way,47.3229647,18.7145197
234,Szent Anna-templom,,12,12,Kecskéd,Vasút u. 124.,312862644,way,47.524125,18.3096302
235,Jézus Szíve-templom,,12,7,Kisláng,Fő u. 72.,370977859,way,46.9605586,18.3820961
236,Vízkereszt-templom,Háromkirályok templom,12,12,Környe,,370977954,way,47.5473414,18.3315945
237,Szent Kereszt megtalálása-kápolna,,12,7,Kőszárhegy,Fő u.  97.,370977918,way,47.0909034,18.3419142
238,Jézus Szíve-kápolna,,12,7,Kulcs,Kossuth Lajos u. 73.,2509406017,node,47.0541424,18.9182817
239,Rózsafüzér Királynéja-templom,cserszegi templom,12,20,Cserszegtomaj,Cserszegtomaj cserszegi része,204443991,way,46.7994027,17.2455671
240,Magyarok Nagyasszonya-templom,,12,7,Lepsény,Posta u. 59.,370977873,way,46.9875507,18.2425337
241,Sarlós Boldogasszony-templom,,12,7,Lovasberény,,299278939,way,47.3069268,18.5497381
242,Szent Kereszt felmagasztalása-templom,,12,7,Mány,,370977916,way,47.5287826,18.6540272
243,Szent Anna-templom,,12,7,Martonvásár,Emlékezés tere 1.,291916269,way,47.3160792,18.7857148
244,Szentháromság-templom,"Kapucinus templom, Zárdatemplom",12,7,Mór,Kapucinus tér,370977939,way,47.3751529,18.2122051
245,Szent Kereszt-templom,Kistemplom,12,7,Mór,Köztársaság tér.,370977921,way,47.373148,18.2077649
246,Magyarok Nagyasszonya-templom,,12,7,Nagykarácsony,Béke tér 2/a.,370977870,way,46.8664298,18.7745892
247,Szűz Mária mennybevétele-templom,,12,7,Nagylók,Rózsa Ferenc u. 2.,370977947,way,46.9752953,18.6401331
248,Jézus Szíve-kápolna,,12,7,Nagyveleg,"8065, Füzes u. 2/c.",370977857,way,47.3587039,18.1084287
249,Munkás Szent József-templom,,12,12,Oroszlány,Haraszthegyi utca 11/b.,370977876,way,47.486021,18.3196566
250,Szent Kereszt felmagasztalása kápolna,vonyarci kápolna,12,20,Vonyarcvashegy,Felszabadulás u. 93.,171941260,way,46.7635735,17.3081261
251,Szűz Mária neve-kápolna,vashegyi kápolna,12,20,Vonyarcvashegy,Petőfi u. eleje,199819889,way,46.7599124,17.328268
252,Szent Mihály-kápolna,,12,20,Vonyarcvashegy,Kápolnahegy (Vonyarcvashegy és Balatongyörök között),179020907,way,46.7527471,17.3320361
253,Szent József-templom,,12,7,Pákozd,Templom sor 1.,293968135,way,47.2172914,18.540639
254,Don-kanyar-kápolna,,12,7,Pákozd,Mészeg-hegy,293860593,way,47.2236049,18.5791131
255,Szent Anna-templom,,12,7,Pátka,Vak Bottyán 25-27.,370977898,way,47.2745185,18.4911349
256,Szent II. János Pál pápa-templom,,12,14,Páty,,370977906,way,47.5188039,18.8310053
257,Szent Miklós-templom,őrszentmiklósi templom,12,14,Őrbottyán,Őrszentmiklós,230937776,way,47.682812,19.2636029
261,Péter és Pál apostolok-templom,vácbottyáni templom,12,14,Őrbottyán,"Vácbottyán, Rákóczi utca 182.",346861531,way,47.6959337,19.2923276
262,Szent Erzsébet-templom,,12,14,Kartal,Fő tér,370977904,way,47.6689118,19.5297614
264,Szent Anna-kápolna,,12,10,Lőrinci,,3479961332,node,47.74172,19.684074
267,Szent Mihály-templom,,12,10,Lőrinci,,1241136669,way,47.7385964,19.6781224
268,Nagyboldogasszony-templom,,12,14,Tura,,272805382,way,47.6126406,19.5973745
